epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
158,2121.05,0.63393,0.49899,0.88923,0.78678,0.80307,0.8158,0.69933,0.51719,0.54225,0.86219,0.000247586,0.000247586,0.000247586
159,2135.14,0.628,0.48483,0.88345,0.7304,0.81109,0.78799,0.6742,0.51394,0.56189,0.86176,0.000242087,0.000242087,0.000242087
160,2148.03,0.6362,0.4909,0.88686,0.74983,0.82177,0.80275,0.69395,0.49616,0.56753,0.85885,0.000236587,0.000236587,0.000236587
161,2161.55,0.62958,0.48087,0.88765,0.79015,0.82381,0.8132,0.69972,0.49577,0.54066,0.85533,0.000231088,0.000231088,0.000231088
162,2174.68,0.63712,0.48081,0.88709,0.74875,0.79922,0.78822,0.67388,0.51549,0.57476,0.86307,0.000225589,0.000225589,0.000225589
163,2188.15,0.62947,0.47865,0.89001,0.77503,0.75884,0.78465,0.67107,0.51181,0.58658,0.86668,0.000220089,0.000220089,0.000220089
164,2201.36,0.64624,0.48266,0.89514,0.74691,0.78587,0.78979,0.67799,0.50121,0.55748,0.85878,0.00021459,0.00021459,0.00021459
165,2214.66,0.62864,0.47215,0.88623,0.73322,0.774,0.77629,0.65945,0.51353,0.62309,0.86483,0.00020909,0.00020909,0.00020909
166,2228.01,0.62448,0.47436,0.88861,0.77945,0.72367,0.76877,0.65766,0.50705,0.6047,0.86018,0.000203591,0.000203591,0.000203591
167,2242.5,0.64359,0.48622,0.89149,0.8383,0.70966,0.78329,0.67201,0.50518,0.58098,0.86071,0.000198091,0.000198091,0.000198091
168,2255.3,0.63224,0.48364,0.88934,0.78746,0.75491,0.78477,0.67568,0.50401,0.60381,0.85982,0.000192592,0.000192592,0.000192592
169,2268.54,0.61219,0.47259,0.88266,0.77317,0.7987,0.80899,0.69787,0.49008,0.55855,0.85729,0.000187092,0.000187092,0.000187092
170,2281.57,0.61849,0.47216,0.88407,0.7596,0.76868,0.78597,0.67433,0.50614,0.58683,0.8603,0.000181593,0.000181593,0.000181593
171,2295.53,0.65203,0.47578,0.89265,0.77155,0.74141,0.75957,0.64265,0.52353,0.61542,0.86645,0.000176094,0.000176094,0.000176094
172,2308.76,0.63285,0.47526,0.88789,0.77203,0.81289,0.80364,0.69006,0.50981,0.55011,0.86226,0.000170594,0.000170594,0.000170594
173,2322.31,0.62617,0.47765,0.88633,0.75812,0.80347,0.79635,0.68136,0.51622,0.57967,0.86609,0.000165095,0.000165095,0.000165095
174,2335.38,0.6262,0.47042,0.88617,0.77362,0.80082,0.80135,0.68993,0.50635,0.5439,0.86089,0.000159595,0.000159595,0.000159595
175,2349.52,0.6143,0.46942,0.88402,0.76175,0.77804,0.78111,0.67184,0.50633,0.56863,0.86141,0.000154096,0.000154096,0.000154096
176,2363.29,0.62332,0.45965,0.88942,0.76419,0.7622,0.78534,0.67202,0.50695,0.57671,0.86217,0.000148596,0.000148596,0.000148596
177,2376.82,0.62905,0.47795,0.88126,0.77268,0.72749,0.77517,0.6613,0.521,0.6108,0.86436,0.000143097,0.000143097,0.000143097
178,2390.39,0.61341,0.46864,0.88268,0.7097,0.7899,0.76849,0.65542,0.51966,0.6127,0.86402,0.000137597,0.000137597,0.000137597
